original_output_file,folder,location,date,audiofile,template,starttime,ampcutoff,species,min.score,max.score,n.scores,speciespresent
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F3,000,-23,T,-0.29,0.96,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F4,000,-23,T,-0.87,1.64,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F4,030,-23,T,-0.54,1.19,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F5,065,-23,T,-0.27,1.4,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F8,025,-23,T,-0.41,0.92,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F8,036,-23,T,-0.42,0.88,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F6,015,-23,H,-1.64,0,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F7,017,-23,H,-1.05,0.35,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_071500.wav,F9,102,-23,T,-0.38,1.23,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F1,025,-23,T,-0.55,1.13,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F2,000,-23,T,-0.33,1,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F2,087,-23,T,-0.29,1.06,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F3,000,-23,T,-0.22,0.99,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F4,000,-23,T,-0.79,1.76,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F4,030,-23,T,-0.47,1.22,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F5,065,-23,T,-0.33,1.46,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F8,025,-23,T,-0.42,0.97,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F8,036,-23,T,-0.58,0.95,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F6,015,-23,H,-1.71,-0.1,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F7,017,-23,H,-1.12,0.35,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_073000.wav,F9,102,-23,T,-0.41,1.24,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F1,025,-23,T,-0.61,0.99,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F2,000,-23,T,-0.4,1.08,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F2,087,-23,T,-0.4,1.01,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F3,000,-23,T,-0.33,0.95,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F4,000,-23,T,-0.91,1.55,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F4,030,-23,T,-0.58,1.17,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F5,065,-23,T,-0.45,1.35,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F8,025,-23,T,-0.51,0.95,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F8,036,-23,T,-0.61,0.82,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F6,015,-23,H,-1.48,0.31,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F7,017,-23,H,-1.11,0.6,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_074500.wav,F9,102,-23,T,-0.47,1.18,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F1,025,-23,T,-0.56,0.87,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F2,000,-23,T,-0.3,1.02,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F2,087,-23,T,-0.26,1.12,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F3,000,-23,T,-0.26,1.03,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F4,000,-23,T,-0.81,1.68,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F4,030,-23,T,-0.32,1.45,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F5,065,-23,T,-0.37,1.27,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F8,025,-23,T,-0.39,0.98,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F8,036,-23,T,-0.4,0.84,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F6,015,-23,H,-1.61,0.18,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F7,017,-23,H,-1.1,0.39,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",16 feb 2013,HARPIA_20130216_080000.wav,F9,102,-23,T,-0.34,1.18,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F1,025,-23,T,-1.35,0.97,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F2,000,-23,T,-1.3,0.4,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F2,087,-23,T,-1.2,0.45,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F3,000,-23,T,-1.05,0.5,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F4,000,-23,T,-1.8,1.09,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F4,030,-23,T,-1.18,1.08,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F5,065,-23,T,-1.42,0.9,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F8,025,-23,T,-1.1,0.66,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F8,036,-23,T,-1.11,0.55,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F6,015,-23,H,-0.3,1.96,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F7,017,-23,H,-0.42,1.61,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_054500.wav,F9,102,-23,T,-1.37,0.81,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F1,025,-23,T,-1.67,0.7,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F2,000,-23,T,-1.68,0.36,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F2,087,-23,T,-1.69,0.29,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F3,000,-23,T,-1.56,0.19,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F4,000,-23,T,-1.89,1.17,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F4,030,-23,T,-1.29,0.89,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F5,065,-23,T,-1.76,0.84,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F8,025,-23,T,-1.44,0.61,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F8,036,-23,T,-1.39,0.71,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F6,015,-23,H,0,2.59,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F7,017,-23,H,-0.39,1.74,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_060000.wav,F9,102,-23,T,-1.65,0.55,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F1,025,-23,T,-1.84,0.69,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F2,000,-23,T,-1.75,0.24,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F2,087,-23,T,-1.84,0.3,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F3,000,-23,T,-1.73,0.23,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F4,000,-23,T,-1.7,1.34,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F4,030,-23,T,-1.65,0.9,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F5,065,-23,T,-1.48,0.9,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F8,025,-23,T,-1.66,0.53,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F8,036,-23,T,-1.48,0.6,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F6,015,-23,H,0.43,3.27,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F7,017,-23,H,-0.06,2.17,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_061500.wav,F9,102,-23,T,-1.71,0.57,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F1,025,-23,T,-1.21,0.92,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F2,000,-23,T,-2.37,0.5,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F2,087,-23,T,-2.02,0.64,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F3,000,-23,T,-1.91,0.73,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F4,000,-23,T,-1.95,1.43,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F4,030,-23,T,-1.46,1.51,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F5,065,-23,T,-1.7,0.77,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F8,025,-23,T,-1.32,0.7,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F8,036,-23,T,-1.32,0.53,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F6,015,-23,H,0.59,3.02,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F7,017,-23,H,-0.01,2.32,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_063000.wav,F9,102,-23,T,-1.74,0.66,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F1,025,-23,T,-1.16,1.01,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F2,000,-23,T,-1.75,0.3,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F2,087,-23,T,-1.58,0.4,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F3,000,-23,T,-1.4,0.36,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F4,000,-23,T,-2.16,1.76,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F4,030,-23,T,-1.45,1.56,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F5,065,-23,T,-1.95,0.68,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F8,025,-23,T,-1.27,0.75,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F8,036,-23,T,-1.29,0.55,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F6,015,-23,H,0.08,2.85,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F7,017,-23,H,0.31,2.08,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_064500.wav,F9,102,-23,T,-1.64,0.64,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F1,025,-23,T,-1.59,3.63,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F2,000,-23,T,-1.94,3.92,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F2,087,-23,T,-1.95,3.79,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F3,000,-23,T,-1.91,4.06,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F4,000,-23,T,-2.42,1.86,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F4,030,-23,T,-1.73,2.9,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F5,065,-23,T,-2.34,2.23,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F8,025,-23,T,-1.62,3.25,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F8,036,-23,T,-1.22,2.5,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F6,015,-23,H,-0.18,3.25,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F7,017,-23,H,-0.68,2.43,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_070000.wav,F9,102,-23,T,-1.86,2.97,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F1,025,-23,T,-1.09,1.49,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F2,000,-23,T,-1.22,1.21,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F2,087,-23,T,-1.1,1.26,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F3,000,-23,T,-0.96,1.31,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F4,000,-23,T,-1.67,1.2,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F4,030,-23,T,-1.15,1.17,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-23.txt,AutomatedDetection_TestingTemplates,"4,200",17 feb 2013,HARPIA_20130217_071500.wav,F5,065,-23,T,-1.39,1.23,18439,None
