original_output_file,folder,location,date,audiofile,template,starttime,ampcutoff,species,min.score,max.score,n.scores,speciespresent
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-25.txt,AutomatedDetection_TestingTemplates,"4,200",22 feb 2013,HARPIA_20130222_080000.wav,F5,065,-25,T,-1.18,3.71,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-25.txt,AutomatedDetection_TestingTemplates,"4,200",22 feb 2013,HARPIA_20130222_080000.wav,F8,025,-25,T,-1.41,3.36,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-25.txt,AutomatedDetection_TestingTemplates,"4,200",22 feb 2013,HARPIA_20130222_080000.wav,F8,036,-25,T,-1.06,3.25,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-25.txt,AutomatedDetection_TestingTemplates,"4,200",22 feb 2013,HARPIA_20130222_080000.wav,F6,015,-25,H,-4.35,1.39,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-25.txt,AutomatedDetection_TestingTemplates,"4,200",22 feb 2013,HARPIA_20130222_080000.wav,F7,017,-25,H,-3.31,1.54,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-25.txt,AutomatedDetection_TestingTemplates,"4,200",22 feb 2013,HARPIA_20130222_080000.wav,F9,102,-25,T,-1.82,3.53,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F1,025,-27,T,-1.61,0.01,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F2,000,-27,T,-1.76,-0.18,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F2,087,-27,T,-1.92,-0.19,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F3,000,-27,T,-1.8,0.28,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F4,000,-27,T,-1.59,0.72,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F4,030,-27,T,-1.47,0.94,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F5,065,-27,T,-1.46,0.07,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F8,025,-27,T,-1.78,-0.26,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F8,036,-27,T,-1.99,-0.28,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F6,015,-27,H,1.08,4.62,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F7,017,-27,H,0.74,3.66,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_054500.wav,F9,102,-27,T,-1.55,0.02,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F1,025,-27,T,-3.26,1.61,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F2,000,-27,T,-2.76,0.35,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F2,087,-27,T,-3.18,0.42,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F3,000,-27,T,-2.74,1.35,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F4,000,-27,T,-2.55,2.24,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F4,030,-27,T,-2.35,1.95,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F5,065,-27,T,-3.03,0.7,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F8,025,-27,T,-3.56,0.42,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F8,036,-27,T,-2.92,0.09,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F6,015,-27,H,0.62,7.36,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F7,017,-27,H,-0.61,4.9,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_060000.wav,F9,102,-27,T,-3.42,1.05,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F1,025,-27,T,-2.42,3.42,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F2,000,-27,T,-2.72,1.53,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F2,087,-27,T,-2.85,2.06,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F3,000,-27,T,-2.48,2.43,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F4,000,-27,T,-2.82,2.5,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F4,030,-27,T,-2.25,2.96,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F5,065,-27,T,-2.96,2.12,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F8,025,-27,T,-2.59,2.13,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F8,036,-27,T,-2.84,1.69,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F6,015,-27,H,-0.22,6.44,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F7,017,-27,H,-0.46,5.17,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_061500.wav,F9,102,-27,T,-2.46,2.78,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F1,025,-27,T,-2.3,0.85,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F2,000,-27,T,-3.44,0.33,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F2,087,-27,T,-3.67,0.21,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F3,000,-27,T,-3.6,0.65,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F4,000,-27,T,-2.83,1.47,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F4,030,-27,T,-3.11,1.5,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F5,065,-27,T,-3.06,1,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F8,025,-27,T,-2.2,0.54,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F8,036,-27,T,-2.31,0.91,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F6,015,-27,H,0.66,4.56,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F7,017,-27,H,-0.58,3.34,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_063000.wav,F9,102,-27,T,-3.01,0.74,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F1,025,-27,T,-2.52,1.03,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F2,000,-27,T,-3.85,0.29,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F2,087,-27,T,-4,0.21,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F3,000,-27,T,-4.28,1.16,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F4,000,-27,T,-2.84,1.05,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F4,030,-27,T,-4.05,1.84,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F5,065,-27,T,-3.1,-0.19,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F8,025,-27,T,-2.32,0.21,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F8,036,-27,T,-2.96,0.73,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F6,015,-27,H,1.66,5.9,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F7,017,-27,H,-0.86,4.63,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_064500.wav,F9,102,-27,T,-3.3,0.65,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F1,025,-27,T,-1.79,0.81,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F2,000,-27,T,-1.58,1.22,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F2,087,-27,T,-1.49,1.14,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F3,000,-27,T,-1.18,1.18,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F4,000,-27,T,-1.49,1.31,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F4,030,-27,T,-0.86,1.33,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F5,065,-27,T,-2.08,0.99,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F8,025,-27,T,-2.07,0.88,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F8,036,-27,T,-2.53,0.84,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F6,015,-27,H,-2.24,4.59,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F7,017,-27,H,-1.41,3.74,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_070000.wav,F9,102,-27,T,-1.68,1.15,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F1,025,-27,T,-0.41,0.85,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F2,000,-27,T,-0.24,1,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F2,087,-27,T,-0.26,1.05,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F3,000,-27,T,-0.18,1.03,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F4,000,-27,T,-0.5,1.48,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F4,030,-27,T,-0.29,1.13,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F5,065,-27,T,-0.3,1.09,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F8,025,-27,T,-0.51,0.81,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F8,036,-27,T,-0.51,0.92,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F6,015,-27,H,-1.65,0.17,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F7,017,-27,H,-1.18,0.33,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_071500.wav,F9,102,-27,T,-0.34,1.12,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F1,025,-27,T,-0.84,0.91,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F2,000,-27,T,-1.38,0.94,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F2,087,-27,T,-1.58,0.95,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F3,000,-27,T,-1.29,0.92,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F4,000,-27,T,-1.08,1.17,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F4,030,-27,T,-0.81,0.97,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F5,065,-27,T,-1.25,1.05,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F8,025,-27,T,-0.92,0.9,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F8,036,-27,T,-0.88,0.86,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F6,015,-27,H,-1.53,3.39,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F7,017,-27,H,-1.03,1.81,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_073000.wav,F9,102,-27,T,-1.5,1.07,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F1,025,-27,T,-0.76,1.06,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F2,000,-27,T,-0.54,1.13,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F2,087,-27,T,-0.55,1.12,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F3,000,-27,T,-0.54,1.06,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F4,000,-27,T,-1.22,1.37,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F4,030,-27,T,-0.82,1.47,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F5,065,-27,T,-0.82,1.19,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F8,025,-27,T,-0.78,0.91,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F8,036,-27,T,-0.7,0.75,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F6,015,-27,H,-1.5,0.5,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F7,017,-27,H,-1.06,0.81,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_074500.wav,F9,102,-27,T,-0.71,1.28,18439,None
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F1,025,-27,T,-1.44,2.02,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F2,000,-27,T,-1.04,1.45,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F2,087,-27,T,-1.36,1.4,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F3,000,-27,T,-1.03,1.24,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F4,000,-27,T,-2.05,1.54,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F4,030,-27,T,-1.39,1.26,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F5,065,-27,T,-1.96,1.5,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F8,025,-27,T,-1.36,1.81,18439,Howler
C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output-27.txt,AutomatedDetection_TestingTemplates,"4,200",15 feb 2013,HARPIA_20130215_080000.wav,F8,036,-27,T,-1.24,2.25,18439,Howler
