Analyst,audiofile,Date,RecordingLocation,plot,location,PrimateSpecies,CallDistance,MicUsed,Rain
Silvy van Kuijk,HARPIA_20140212_060000.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_054500.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_063000.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_064500.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_070000.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_071500.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_073000.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_074500.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_080000.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_054500.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140212_060000.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_061500.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_063000.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_064500.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_070000.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_071500.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_073000.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_074500.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140212_080000.wav,2/12/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140213_060000.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,2,1,Dry
Silvy van Kuijk,HARPIA_20140213_054500.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Dry
Silvy van Kuijk,HARPIA_20140213_061500.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140213_060000.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",Howler,4,2,Dry
Silvy van Kuijk,PUMA_20140213_061500.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",Howler,4,2,Dry
Silvy van Kuijk,HARPIA_20140213_063000.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140213_064500.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140213_070000.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140213_071500.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140213_073000.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140213_074500.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140213_080000.wav,2/13/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140213_054500.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_063000.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_064500.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_070000.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_071500.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_073000.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_074500.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140213_080000.wav,2/13/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,HARPIA_20140214_060000.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,2,1,Dry
Silvy van Kuijk,HARPIA_20140214_061500.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,2,1,Dry
Silvy van Kuijk,HARPIA_20140214_063000.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140214_073000.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140214_074500.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,3,1,Dry
Silvy van Kuijk,PUMA_20140214_071500.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",Titis,3,2,Dry
Silvy van Kuijk,HARPIA_20140214_060000.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140214_054500.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",Howler,4,2,Dry
Silvy van Kuijk,PUMA_20140214_060000.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",Howler,4,2,Dry
Silvy van Kuijk,HARPIA_20140214_054500.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140214_064500.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140214_070000.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140214_071500.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140214_080000.wav,2/14/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140214_061500.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140214_063000.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140214_064500.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140214_070000.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140214_073000.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140214_074500.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,PUMA_20140214_080000.wav,2/14/2014,"Puma/0, 400",Puma,"0, 400",None,NA,2,Dry
Silvy van Kuijk,HARPIA_20140215_060000.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,1,1,Dry
Silvy van Kuijk,HARPIA_20140215_060000.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140215_061500.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140215_054500.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",Howler,4,1,Dry
Silvy van Kuijk,HARPIA_20140215_063000.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140215_064500.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140215_070000.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140215_071500.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140215_073000.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140215_074500.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140215_080000.wav,2/15/2014,"Harpia/4, 600",Harpia,"4, 600",None,NA,1,Dry
Anna Kurtin,HARPIA_20140216_060000.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",Howler,2,1,Drizzle
Anna Kurtin,HARPIA_20140216_061500.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",Howler,2,1,Drizzle
Anna Kurtin,HARPIA_20140216_054500.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",Howler,4,1,Dry
Anna Kurtin,HARPIA_20140216_060000.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",Howler,4,1,Drizzle
Anna Kurtin,HARPIA_20140216_063000.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140216_064500.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140216_070000.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140216_071500.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140216_073000.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140216_074500.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140216_080000.wav,2/16/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_054500.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",Howler,4,1,Drizzle
Anna Kurtin,HARPIA_20140217_060000.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",Howler,4,1,Drizzle
Anna Kurtin,HARPIA_20140217_061500.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_063000.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_064500.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_070000.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_071500.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_073000.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140217_074500.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Dry
Anna Kurtin,HARPIA_20140217_080000.wav,2/17/2014,"Harpia/9, 800",Harpia,"9, 800",None,NA,1,Dry
Anna Kurtin,HARPIA_20150207_054500.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,3,1,Dry
Anna Kurtin,HARPIA_20150207_060000.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,3,1,Dry
Anna Kurtin,HARPIA_20150207_061500.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,3,1,Dry
Anna Kurtin,HARPIA_20150207_054500.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,4,1,Dry
Anna Kurtin,HARPIA_20150207_063000.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150207_064500.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150207_070000.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150207_071500.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150207_073000.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150207_074500.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150207_080000.wav,2/7/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150208_071500.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",Titi,3,1,Dry
Anna Kurtin,HARPIA_20150208_073000.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",Titi,3,1,Dry
Anna Kurtin,HARPIA_20150208_060000.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,4,1,Dry
Anna Kurtin,HARPIA_20150208_063000.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,4,1,Dry
Silvy van Kuijk,HARPIA_20150208_071500.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20150208_054500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20150208_060000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20150208_063000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20150208_063000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20150208_064500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20150208_064500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20150208_070000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20150208_071500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20150208_073000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20150208_074500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20150208_080000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,4,1,Dry
Anna Kurtin,HARPIA_20150208_054500.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150208_061500.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150208_064500.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150208_070000.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150208_074500.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20150208_080000.wav,2/8/2015,"Harpia/3, -50",Harpia,"3, -50",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150208_061500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Dry
Anna Kurtin,HARPIA_20150209_054500.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_060000.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_061500.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_063000.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_064500.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_070000.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_071500.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_073000.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_074500.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150209_080000.wav,2/9/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_054500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_060000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_061500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_063000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_064500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_070000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_071500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_073000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_074500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150209_080000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_060000.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",Howler,4,1,Rain
Anna Kurtin,HARPIA_20150210_054500.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_060000.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_061500.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_063000.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_064500.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_070000.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_071500.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_073000.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_074500.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150210_080000.wav,2/10/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150210_054500.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150210_061500.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_063000.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_064500.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_070000.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_071500.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_073000.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150210_074500.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20150210_080000.wav,2/10/2015,"Puma/2, 0",Puma,"2, 0",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150211_054500.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_060000.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_061500.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_063000.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_064500.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_070000.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_071500.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_073000.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_074500.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150211_080000.wav,2/11/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_054500.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_060000.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_061500.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_063000.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_064500.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_070000.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_071500.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_073000.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_074500.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20150211_080000.wav,2/11/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Rain
Anna Kurtin,HARPIA_20150212_060000.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",Howler,4,1,Drizzle
Anna Kurtin,HARPIA_20150212_061500.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",Howler,4,1,Drizzle
Silvy van Kuijk,PUMA_20150212_063000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",Titi,4,1,Dry
Anna Kurtin,HARPIA_20150212_054500.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_063000.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_064500.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_070000.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_071500.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_073000.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_074500.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20150212_080000.wav,2/12/2015,"Harpia/10, 200",Harpia,"10, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20150212_054500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20150212_060000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20150212_061500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20150212_064500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150212_070000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150212_071500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150212_073000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150212_074500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150212_080000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20150213_061500.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",Howler,1,1,Dry
Anna Kurtin,HARPIA_20150213_060000.wav,2/13/2015,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Dry
Anna Kurtin,HARPIA_20150213_054500.wav,2/13/2015,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Anna Kurtin,HARPIA_20150213_061500.wav,2/13/2015,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
Anna Kurtin,HARPIA_20150213_063000.wav,2/13/2015,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Dry
