Analyst,audiofile,Date,RecordingLocation,plot,location,PrimateSpecies,CallDistance,MicUsed,Rain
Silvy van Kuijk,PUMA_20130301_064500.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20130301_070000.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20130301_071500.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20130301_073000.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20130301_074500.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20130301_080000.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20130302_060000.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Howler,4,2,Dry
Silvy van Kuijk,PUMA_20130302_060000.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130302_061500.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Howler,4,2,Dry
Silvy van Kuijk,PUMA_20130302_061500.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130302_064500.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130302_071500.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130302_073000.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130302_080000.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130302_054500.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130302_063000.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130302_070000.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130302_074500.wav,3/2/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130303_064500.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",Titi,3,2,Drizzle
Silvy van Kuijk,PUMA_20130303_060000.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",Howler,4,2,Drizzle
Silvy van Kuijk,PUMA_20130303_061500.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130303_073000.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",Howler,4,2,Dry
Silvy van Kuijk,PUMA_20130303_074500.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",Howler,4,2,Dry
Silvy van Kuijk,PUMA_20130303_054500.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Drizzle
Silvy van Kuijk,PUMA_20130303_063000.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Drizzle
Silvy van Kuijk,PUMA_20130303_070000.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130303_071500.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130303_080000.wav,3/3/2013,"Puma/6, 0",Puma,"6, 0",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130304_071500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",Howler,4,2,Drizzle
Silvy van Kuijk,PUMA_20130304_073000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",Howler,4,2,Drizzle
Silvy van Kuijk,PUMA_20130304_074500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",Howler,4,2,Drizzle
Silvy van Kuijk,PUMA_20130304_054500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Drizzle
Silvy van Kuijk,PUMA_20130304_060000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Rain
Silvy van Kuijk,PUMA_20130304_061500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Drizzle
Silvy van Kuijk,PUMA_20130304_063000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Rain
Silvy van Kuijk,PUMA_20130304_064500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Rain
Silvy van Kuijk,PUMA_20130304_070000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Rain
Silvy van Kuijk,PUMA_20130304_080000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Drizzle
Silvy van Kuijk,PUMA_20130305_073000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130305_074500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",Titi,4,2,Dry
Silvy van Kuijk,PUMA_20130305_054500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_060000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_061500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_063000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_064500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_070000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_071500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Silvy van Kuijk,PUMA_20130305_080000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,NA,2,Dry
Anna Kurtin,HARPIA_20140204_061500.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",Howler,2,1,Drizzle
Anna Kurtin,HARPIA_20140204_060000.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",Howler,3,1,Drizzle
Anna Kurtin,HARPIA_20140204_063000.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",Howler,4,1,Drizzle
Anna Kurtin,HARPIA_20140204_054500.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140204_064500.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140204_070000.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140204_071500.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140204_073000.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140204_074500.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140204_080000.wav,2/4/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Drizzle
Anna Kurtin,HARPIA_20140205_060000.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",Howler,3,1,Dry
Anna Kurtin,HARPIA_20140205_061500.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",Howler,3,1,Dry
Silvy van Kuijk,PUMA_20140205_063000.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,3,1,Drizzle
Anna Kurtin,HARPIA_20140205_063000.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140205_060000.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Howler,4,1,Drizzle
Silvy van Kuijk,PUMA_20140205_061500.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Howler,4,1,Drizzle
Silvy van Kuijk,PUMA_20140205_063000.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Drizzle
Silvy van Kuijk,PUMA_20140205_064500.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Drizzle
Silvy van Kuijk,PUMA_20140205_071500.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Drizzle
Silvy van Kuijk,PUMA_20140205_073000.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140205_074500.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140205_080000.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Anna Kurtin,HARPIA_20140205_054500.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Rain
Anna Kurtin,HARPIA_20140205_064500.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20140205_070000.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20140205_071500.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20140205_073000.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20140205_074500.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Dry
Anna Kurtin,HARPIA_20140205_080000.wav,2/5/2014,"Harpia/9, -50",Harpia,"9, -50",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140205_054500.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140205_070000.wav,2/5/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140206_054500.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,2,1,Drizzle
Silvy van Kuijk,HARPIA_20140206_060000.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,2,1,Drizzle
Silvy van Kuijk,HARPIA_20140206_073000.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,2,1,Rain
Silvy van Kuijk,HARPIA_20140206_061500.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Drizzle
Silvy van Kuijk,HARPIA_20140206_071500.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140206_073000.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Rain
Silvy van Kuijk,PUMA_20140206_064500.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",Titi,3,1,Dry
Silvy van Kuijk,HARPIA_20140206_054500.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,4,1,Drizzle
Silvy van Kuijk,HARPIA_20140206_063000.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,4,1,Dry
Silvy van Kuijk,HARPIA_20140206_064500.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140206_054500.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140206_054500.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140206_060000.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140206_071500.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,HARPIA_20140206_070000.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140206_074500.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140206_080000.wav,2/6/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140206_061500.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140206_063000.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140206_070000.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140206_073000.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140206_074500.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140206_080000.wav,2/6/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140207_074500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,2,1,Dry
Silvy van Kuijk,HARPIA_20140207_054500.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140207_060000.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140207_061500.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140207_071500.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140207_073000.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,PUMA_20140207_060000.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",None,4,1,Dry
Silvy van Kuijk,PUMA_20140207_061500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140207_061500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140207_063000.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140207_064500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140207_071500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140207_074500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,PUMA_20140207_080000.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",Titi,4,1,Dry
Silvy van Kuijk,HARPIA_20140207_063000.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140207_064500.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140207_070000.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140207_074500.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140207_080000.wav,2/7/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140207_054500.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140207_070000.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140207_073000.wav,2/7/2014,"Puma/6, 0",Puma,"6, 0",None,NA,1,Dry
Silvy van Kuijk,HARPIA_20140208_060000.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,2,1,Rain
Silvy van Kuijk,HARPIA_20140208_064500.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Rain
Silvy van Kuijk,HARPIA_20140208_070000.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Rain
Silvy van Kuijk,HARPIA_20140208_073000.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Rain
Silvy van Kuijk,HARPIA_20140208_073000.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Rain
Silvy van Kuijk,HARPIA_20140208_071500.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,4,1,Rain
Silvy van Kuijk,HARPIA_20140208_054500.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140208_061500.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140208_063000.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140208_074500.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140208_080000.wav,2/8/2014,"Harpia/4, 200",Harpia,"4, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_054500.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_060000.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_061500.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_063000.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_064500.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_070000.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_071500.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_073000.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_074500.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140208_080000.wav,2/8/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140209_060000.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,2,1,Dry
Silvy van Kuijk,HARPIA_20140209_061500.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,2,1,Dry
Silvy van Kuijk,HARPIA_20140209_054500.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_060000.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_061500.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_063000.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_070000.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_073000.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_074500.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_080000.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,3,1,Dry
Silvy van Kuijk,PUMA_20140209_071500.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",Titi,3,1,Dry
Silvy van Kuijk,HARPIA_20140209_064500.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,4,1,Dry
Silvy van Kuijk,HARPIA_20140209_071500.wav,2/9/2014,"Harpia/4, 200",Harpia,"4, 200",Howler,4,1,Dry
Silvy van Kuijk,PUMA_20140209_061500.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",Howler,4,1,Drizzle
Silvy van Kuijk,PUMA_20140209_070000.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",Titi,4,1,Drizzle
Silvy van Kuijk,PUMA_20140209_054500.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140209_060000.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140209_063000.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140209_064500.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140209_073000.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140209_074500.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140209_080000.wav,2/9/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_054500.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Rain
Silvy van Kuijk,HARPIA_20140210_060000.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_061500.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_063000.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_064500.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_070000.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_071500.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_073000.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_074500.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140210_080000.wav,2/10/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_054500.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_060000.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_061500.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_063000.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_064500.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_070000.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_071500.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_073000.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_074500.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,PUMA_20140210_080000.wav,2/10/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Rain
Silvy van Kuijk,HARPIA_20140211_060000.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,3,1,Drizzle
Silvy van Kuijk,PUMA_20140211_061500.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",Howler,3,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_061500.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_064500.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,4,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_054500.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_063000.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_070000.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_071500.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_073000.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_074500.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140211_080000.wav,2/11/2014,"Harpia/7, 400",Harpia,"7, 400",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_054500.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_060000.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_063000.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_064500.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_070000.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Dry
Silvy van Kuijk,PUMA_20140211_071500.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_073000.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_074500.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,PUMA_20140211_080000.wav,2/11/2014,"Puma/-1, 200",Puma,"-1, 200",None,NA,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_060000.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,3,1,Drizzle
Silvy van Kuijk,HARPIA_20140212_061500.wav,2/12/2014,"Harpia/7, 400",Harpia,"7, 400",Howler,3,1,Drizzle
