original_output_file,survey_file_name,template,starttime,ampcutoff,species,min.score,max.score,n.scores,folder,location,recording.date,audiofile
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F4,30,-25,T,-3.19,2.04,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F5,65,-25,T,-2.91,0.15,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F8,25,-25,T,-3.78,-0.13,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F8,36,-25,T,-4.11,-0.53,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F6,15,-25,H,2.66,7.78,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F7,17,-25,H,0.53,6.5,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_061500.wav ",F9,102,-25,T,-3.7,0.17,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F1,25,-25,T,-2.23,2.78,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F2,0,-25,T,-1.8,3.01,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F2,87,-25,T,-1.84,2.59,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F3,0,-25,T,-1.64,2.96,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F4,0,-25,T,-3.26,1.41,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F4,30,-25,T,-2.06,1.54,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F5,65,-25,T,-3.37,1.41,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F8,25,-25,T,-2.2,2.46,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F8,36,-25,T,-2.24,2.6,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F6,15,-25,H,1.05,5.32,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F7,17,-25,H,-2.13,3.67,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_063000.wav ",F9,102,-25,T,-2.08,2.56,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F1,25,-25,T,-2.49,3.96,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F2,0,-25,T,-2.03,3.86,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F2,87,-25,T,-1.93,3.35,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F3,0,-25,T,-1.76,3.25,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F4,0,-25,T,-4,1.65,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F4,30,-25,T,-2.75,1.6,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F5,65,-25,T,-3.88,2.08,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F8,25,-25,T,-2.54,2.84,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F8,36,-25,T,-2.59,3.38,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F6,15,-25,H,1.19,6.22,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F7,17,-25,H,-2.42,4.23,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_064500.wav ",F9,102,-25,T,-2.41,4.13,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F1,25,-25,T,-2.32,1.91,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F2,0,-25,T,-2.18,1.7,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F2,87,-25,T,-2.16,1.78,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F3,0,-25,T,-2.07,1.9,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F4,0,-25,T,-3.18,2.26,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F4,30,-25,T,-1.36,2.48,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F5,65,-25,T,-2.94,1.95,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F8,25,-25,T,-2.19,1.45,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F8,36,-25,T,-2.35,2.11,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F6,15,-25,H,1.52,5.21,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F7,17,-25,H,-0.72,3.43,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_070000.wav ",F9,102,-25,T,-2.1,2.06,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F1,25,-25,T,-3.49,1.93,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F2,0,-25,T,-3.46,1.35,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F2,87,-25,T,-2.76,1.83,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F3,0,-25,T,-3.01,2.66,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F4,0,-25,T,-4.05,1.38,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F4,30,-25,T,-1.98,3.91,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F5,65,-25,T,-3.99,1.58,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F8,25,-25,T,-3.99,1.07,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F8,36,-25,T,-4.51,1.51,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F6,15,-25,H,1.77,8.18,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F7,17,-25,H,-0.26,8.05,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_071500.wav ",F9,102,-25,T,-3.17,2.46,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F1,25,-25,T,-3.2,2.25,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F2,0,-25,T,-3.13,0.85,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F2,87,-25,T,-2.4,1.06,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F3,0,-25,T,-2.51,1.67,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F4,0,-25,T,-3.11,2.6,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F4,30,-25,T,-2.12,3.22,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F5,65,-25,T,-3.86,1.46,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F8,25,-25,T,-3.64,1.36,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F8,36,-25,T,-3.69,1.1,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F6,15,-25,H,1.41,7.12,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F7,17,-25,H,-0.61,7.92,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_073000.wav ",F9,102,-25,T,-3.5,1.52,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F1,25,-25,T,-2.05,0.84,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F2,0,-25,T,-2.37,-0.02,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F2,87,-25,T,-2.21,-0.02,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F3,0,-25,T,-2.04,0.63,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F4,0,-25,T,-2.5,3.23,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F4,30,-25,T,-1.57,2.23,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F5,65,-25,T,-2.95,0.64,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F8,25,-25,T,-2.3,0.34,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F8,36,-25,T,-2.56,0.69,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F6,15,-25,H,0.2,4.45,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F7,17,-25,H,-0.94,2.99,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_074500.wav ",F9,102,-25,T,-2.15,0.41,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F1,25,-25,T,-1.99,1.05,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F2,0,-25,T,-2.12,0.71,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F2,87,-25,T,-1.93,0.81,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F3,0,-25,T,-1.66,0.78,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F4,0,-25,T,-2.56,1.85,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F4,30,-25,T,-1.39,1.46,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F5,65,-25,T,-2.89,0.99,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F8,25,-25,T,-2.02,0.41,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F8,36,-25,T,-2.44,0.9,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F6,15,-25,H,0.18,4.04,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F7,17,-25,H,-0.99,2.88,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2014_4,200.txt","Harpia 2014/4, 200/7 Feb 2014/HARPIA_20140207_080000.wav ",F9,102,-25,T,-1.91,0.52,18439,Harpia 2014,"4, 200",9-Feb-14,HARPIA_20140209_080000.wav 
