original_output_file,survey_file_name,template,starttime,ampcutoff,species,min.score,max.score,n.scores,folder,location,recording.date,audiofile
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/7 feb 2015/HARPIA_20150207_080000.wav ",F6,15,-25,H,0.83,4.48,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/7 feb 2015/HARPIA_20150207_080000.wav ",F7,17,-25,H,0.35,3.26,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/7 feb 2015/HARPIA_20150207_080000.wav ",F9,102,-25,T,-1.94,0.16,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F1,25,-25,T,-1.34,1.01,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F2,0,-25,T,-1.51,0.29,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F2,87,-25,T,-1.35,0.58,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F3,0,-25,T,-1.16,0.7,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F4,0,-25,T,-1.39,1.83,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F4,30,-25,T,-0.69,1.69,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F5,65,-25,T,-1.45,0.91,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F8,25,-25,T,-1.63,0.9,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F8,36,-25,T,-1.77,0.38,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F6,15,-25,H,0.82,3.53,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F7,17,-25,H,0.59,3.28,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_054500.wav ",F9,102,-25,T,-1.39,0.86,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F1,25,-25,T,-2.87,5.28,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F2,0,-25,T,-2.73,3.26,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F2,87,-25,T,-2.46,4.63,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F3,0,-25,T,-2.09,5.86,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F4,0,-25,T,-3.06,4.61,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F4,30,-25,T,-2.36,5.18,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F5,65,-25,T,-3.29,4.17,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F8,25,-25,T,-3.15,3.91,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F8,36,-25,T,-3.07,2.32,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F6,15,-25,H,-1.83,8.78,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F7,17,-25,H,1.38,6.88,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_060000.wav ",F9,102,-25,T,-2.6,4.64,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F1,25,-25,T,-2.96,3.7,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F2,0,-25,T,-2.64,2.29,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F2,87,-25,T,-2.91,3.14,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F3,0,-25,T,-2.48,3.48,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F4,0,-25,T,-3.32,3.19,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F4,30,-25,T,-3.09,3.54,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F5,65,-25,T,-3.84,2.98,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F8,25,-25,T,-3.22,2.96,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F8,36,-25,T,-2.57,2.11,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F6,15,-25,H,-0.59,6.13,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F7,17,-25,H,-1.02,4.24,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_061500.wav ",F9,102,-25,T,-2.25,3.22,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F1,25,-25,T,-2.36,1.19,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F2,0,-25,T,-2.36,2.11,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F2,87,-25,T,-2.19,1.54,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F3,0,-25,T,-1.95,1.81,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F4,0,-25,T,-3.28,1.72,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F4,30,-25,T,-1.78,1.75,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F5,65,-25,T,-3.28,1.21,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F8,25,-25,T,-2.6,0.74,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F8,36,-25,T,-3.03,0.74,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F6,15,-25,H,1.75,7.95,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F7,17,-25,H,-0.59,5.15,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_063000.wav ",F9,102,-25,T,-2.32,1.49,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F1,25,-25,T,-2.04,4.7,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F2,0,-25,T,-2.25,2.02,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F2,87,-25,T,-2.13,3.29,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F3,0,-25,T,-2.16,4.4,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F4,0,-25,T,-2.18,5.11,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F4,30,-25,T,-1.43,4.16,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F5,65,-25,T,-2.41,4.04,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F8,25,-25,T,-1.91,3.83,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F8,36,-25,T,-2.36,2.05,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F6,15,-25,H,-2.54,4.59,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F7,17,-25,H,-0.45,3.52,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_064500.wav ",F9,102,-25,T,-2.03,3.49,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F1,25,-25,T,-1.95,0.98,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F2,0,-25,T,-2.56,0.51,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F2,87,-25,T,-2.17,1.05,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F3,0,-25,T,-2.11,0.85,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F4,0,-25,T,-2.29,2.18,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F4,30,-25,T,-1.32,2.3,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F5,65,-25,T,-2.14,1.12,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F8,25,-25,T,-2.06,0.79,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F8,36,-25,T,-2.02,0.75,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F6,15,-25,H,1.24,4.49,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F7,17,-25,H,0.21,3.88,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_070000.wav ",F9,102,-25,T,-2.37,0.64,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F1,25,-25,T,-2.01,6.44,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F2,0,-25,T,-2.53,6.14,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F2,87,-25,T,-2.66,7.46,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F3,0,-25,T,-2.62,6.92,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F4,0,-25,T,-2.22,6.43,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F4,30,-25,T,-1.86,7.57,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F5,65,-25,T,-2.29,5.75,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F8,25,-25,T,-2.21,5.76,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F8,36,-25,T,-2.25,4.25,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F6,15,-25,H,-3.47,6.1,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F7,17,-25,H,-0.81,4.31,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_071500.wav ",F9,102,-25,T,-2.26,5.5,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_073000.wav ",F1,25,-25,T,-2.1,5.67,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_073000.wav ",F2,0,-25,T,-1.88,4.69,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_073000.wav ",F2,87,-25,T,-0.88,4.96,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
"C:/Users/Silvy/Documents/R/Repos/PrimatesAndSoundscapes/output_Harpia2015_3, -50.txt","Harpia 2015/3, -50/8 feb 2015/HARPIA_20150208_073000.wav ",F3,0,-25,T,-1.53,4.97,18439,Harpia 2015,"3, -50",8-Feb-15,HARPIA_20150208_080000.wav 
