original_output_file,detection,avg_titi_max_score,avg_howler_max_score,confusion_matrix_number
HARPIA_20130227_073000.wav,none,1.9540000000000002,0.085,0
HARPIA_20130227_074500.wav,none,0.8879999999999999,0.49,0
HARPIA_20130227_080000.wav,none,1.168,0.87,0
HARPIA_20130215_054500.wav,none,0.075,4.295,0
HARPIA_20130215_060000.wav,none,1.0470000000000002,6.24,0
HARPIA_20130215_061500.wav,none,2.647,5.885,0
HARPIA_20130215_063000.wav,none,0.8,3.91,0
HARPIA_20130215_064500.wav,none,0.611,5.135,0
HARPIA_20130215_070000.wav,none,1.125,4.075,0
HARPIA_20130215_071500.wav,none,1.095,0.22,0
HARPIA_20130215_073000.wav,none,1.057,2.41,0
HARPIA_20130215_074500.wav,none,1.246,0.7250000000000001,0
HARPIA_20130215_080000.wav,none,1.8130000000000002,3.4350000000000005,0
HARPIA_20130216_054500.wav,none,0.8220000000000001,0.935,0
HARPIA_20130216_060000.wav,titi -- no howler,5.6240000000000006,2.1950000000000003,1
HARPIA_20130216_061500.wav,none,0.5820000000000001,1.77,0
HARPIA_20130216_063000.wav,none,0.687,2.4050000000000002,0
HARPIA_20130216_064500.wav,none,1.3499999999999999,1.44,0
HARPIA_20130216_070000.wav,none,1.0770000000000002,0.024999999999999994,0
HARPIA_20130216_071500.wav,none,1.08,0.0050000000000000044,0
HARPIA_20130216_073000.wav,none,1.07,-0.03,0
HARPIA_20130216_074500.wav,none,0.9880000000000001,0.295,0
HARPIA_20130216_080000.wav,none,1.022,0.065,0
HARPIA_20130217_054500.wav,none,0.6619999999999999,1.8849999999999998,0
HARPIA_20130217_060000.wav,none,0.532,2.33,0
HARPIA_20130217_061500.wav,none,0.5450000000000002,2.7300000000000004,0
HARPIA_20130217_063000.wav,none,0.724,2.785,0
HARPIA_20130217_064500.wav,none,0.678,2.71,0
HARPIA_20130217_070000.wav,none,2.9139999999999997,3.09,0
HARPIA_20130217_071500.wav,none,1.1309999999999998,1.945,0
HARPIA_20130217_073000.wav,none,0.8099999999999999,1.605,0
HARPIA_20130217_074500.wav,none,0.8809999999999999,1.805,0
HARPIA_20130217_080000.wav,none,1.8829999999999998,2.5949999999999998,0
HARPIA_20130218_054500.wav,none,1.0550000000000002,0,0
HARPIA_20130218_060000.wav,none,0.978,0.165,0
HARPIA_20130218_061500.wav,none,0.9680000000000002,0.31,0
HARPIA_20130218_063000.wav,none,0.9560000000000002,0.38,0
HARPIA_20130218_064500.wav,none,1.8310000000000002,-0.044999999999999984,0
HARPIA_20130218_070000.wav,none,2.567,0.29,0
HARPIA_20130218_071500.wav,none,1.234,0.37,0
HARPIA_20130218_073000.wav,none,1.567,0.47000000000000003,0
HARPIA_20130218_074500.wav,none,1.5919999999999999,0.81,0
HARPIA_20130218_080000.wav,none,1.022,1.225,0
HARPIA_20130219_054500.wav,none,1.4779999999999998,1.5499999999999998,0
HARPIA_20130219_060000.wav,titi -- no howler,4.866999999999999,1.825,1
HARPIA_20130219_061500.wav,none,0.563,2.0549999999999997,0
HARPIA_20130219_063000.wav,none,0.6789999999999999,1.7149999999999999,0
HARPIA_20130219_064500.wav,none,0.792,2.085,0
HARPIA_20130219_070000.wav,none,0.8029999999999999,1.3,0
HARPIA_20130219_071500.wav,none,1.121,1.3050000000000002,0
HARPIA_20130219_073000.wav,none,1.0290000000000001,0.10500000000000001,0
HARPIA_20130219_074500.wav,none,1.0219999999999998,0.125,0
HARPIA_20130219_080000.wav,none,0.9969999999999999,0.12,0
HARPIA_20130220_054500.wav,none,1.0859999999999999,0.08499999999999999,0
HARPIA_20130220_060000.wav,none,0.9920000000000002,0.125,0
HARPIA_20130220_061500.wav,none,1.0050000000000001,0.145,0
HARPIA_20130220_063000.wav,none,1.046,0.15500000000000003,0
HARPIA_20130220_064500.wav,none,0.977,0.06999999999999999,0
HARPIA_20130220_070000.wav,none,1.078,0.22999999999999998,0
HARPIA_20130220_071500.wav,none,1.091,0.255,0
HARPIA_20130220_073000.wav,none,1.016,0.19999999999999998,0
HARPIA_20130220_074500.wav,none,0.994,0.185,0
HARPIA_20130220_080000.wav,none,1.0559999999999998,0.305,0
HARPIA_20130221_054500.wav,none,1.014,0.155,0
HARPIA_20130221_060000.wav,none,1.723,0.445,0
HARPIA_20130221_061500.wav,none,0.9349999999999999,0.755,0
HARPIA_20130221_063000.wav,none,1.006,0.3,0
HARPIA_20130221_064500.wav,none,1.0210000000000001,0.165,0
HARPIA_20130221_070000.wav,none,1.052,-0.045,0
HARPIA_20130221_071500.wav,none,1.033,0.09,0
HARPIA_20130221_073000.wav,none,1.654,0.52,0
HARPIA_20130221_074500.wav,none,1.045,1.115,0
HARPIA_20130221_080000.wav,none,1.3900000000000001,0.335,0
HARPIA_20130222_054500.wav,titi -- no howler,4.441,1.0750000000000002,1
HARPIA_20130222_060000.wav,none,1.6649999999999998,0.9550000000000001,0
HARPIA_20130222_061500.wav,none,0.6519999999999999,1.2349999999999999,0
HARPIA_20130222_063000.wav,none,0.859,1.395,0
HARPIA_20130222_064500.wav,none,1.53,0.81,0
HARPIA_20130222_070000.wav,none,1.2520000000000002,0.885,0
HARPIA_20130222_071500.wav,none,1.296,0.875,0
HARPIA_20130222_073000.wav,none,1.483,3.63,0
HARPIA_20130222_074500.wav,none,1.761,0.935,0
HARPIA_20130222_080000.wav,none,2.929,1.4649999999999999,0
HARPIA_20130213_054500.wav,none,0.9369999999999999,2.695,0
HARPIA_20130213_060000.wav,none,0.607,5.7,0
HARPIA_20130213_061500.wav,none,0.308,4.025,0
HARPIA_20130213_063000.wav,none,0.8310000000000001,3.35,0
HARPIA_20130213_064500.wav,none,0.6399999999999999,3.3600000000000003,0
HARPIA_20130213_070000.wav,none,0.7790000000000001,2.8600000000000003,0
HARPIA_20130213_071500.wav,none,0.6989999999999998,3.14,0
HARPIA_20130213_073000.wav,none,0.65,2.575,0
HARPIA_20130213_074500.wav,none,0.807,2.18,0
HARPIA_20130213_080000.wav,none,0.48,2.815,0
HARPIA_20130214_054500.wav,none,0.9600000000000002,4.84,0
HARPIA_20130214_060000.wav,none,0.5650000000000001,5.050000000000001,0
HARPIA_20130214_061500.wav,none,-0.5199999999999999,4.5,0
HARPIA_20130214_063000.wav,none,0.045999999999999985,3.42,0
HARPIA_20130214_064500.wav,none,-0.019000000000000006,4.1899999999999995,0
HARPIA_20130214_070000.wav,none,0.29,3.715,0
HARPIA_20130214_071500.wav,none,0.4600000000000001,3.13,0
HARPIA_20130214_073000.wav,none,0.339,3.635,0
HARPIA_20130214_074500.wav,none,0.25,2.9299999999999997,0
HARPIA_20130214_080000.wav,none,1.0410000000000001,3.8100000000000005,0
HARPIA_20130210_054500.wav,none,0.7849999999999999,3.2750000000000004,0
HARPIA_20130210_060000.wav,none,-0.43000000000000005,4.545,0
HARPIA_20130210_061500.wav,none,-1.002,7.285,0
HARPIA_20130210_063000.wav,none,-1.775,5.125,0
HARPIA_20130210_064500.wav,none,2.123,4.685,0
HARPIA_20130210_070000.wav,none,0.020999999999999984,3.13,0
HARPIA_20130210_071500.wav,none,1.1179999999999999,3.145,0
HARPIA_20130210_073000.wav,titi -- no howler,4.13,3.005,1
HARPIA_20130210_074500.wav,none,2.0620000000000003,2.755,0
HARPIA_20130210_080000.wav,none,-0.025000000000000012,3.15,0
HARPIA_20130208_054500.wav,none,0.48,8.095,0
HARPIA_20130208_060000.wav,none,-0.24800000000000005,6.42,0
HARPIA_20130208_061500.wav,none,0.11499999999999999,5.734999999999999,0
HARPIA_20130208_063000.wav,none,1.5879999999999999,3.79,0
HARPIA_20130208_064500.wav,none,2.305,3.8899999999999997,0
HARPIA_20130208_070000.wav,none,1.97,3.535,0
HARPIA_20130208_071500.wav,none,3.1390000000000002,3.64,0
HARPIA_20130208_073000.wav,none,1.578,4.555,0
HARPIA_20130208_074500.wav,none,1.529,4.22,0
HARPIA_20130208_080000.wav,none,2.5769999999999995,3.29,0
HARPIA_20130209_054500.wav,none,-0.056999999999999995,5.96,0
HARPIA_20130209_060000.wav,none,0.07500000000000001,4.97,0
HARPIA_20130209_061500.wav,none,0.037000000000000005,1.32,0
HARPIA_20130209_063000.wav,none,-0.002000000000000003,1.275,0
HARPIA_20130209_064500.wav,none,-0.11499999999999995,1.665,0
HARPIA_20130209_070000.wav,none,-0.095,1.5899999999999999,0
HARPIA_20130209_071500.wav,none,0.01399999999999999,1.68,0
HARPIA_20130209_073000.wav,none,-0.085,1.385,0
HARPIA_20130209_074500.wav,none,-0.152,1.54,0
HARPIA_20130209_080000.wav,none,-0.12199999999999997,1.7799999999999998,0
HARPIA_20130211_054500.wav,none,0.9260000000000002,2.135,0
HARPIA_20130211_060000.wav,none,0.937,2.87,0
HARPIA_20130211_061500.wav,none,0.8949999999999999,1.135,0
HARPIA_20130211_063000.wav,none,0.9630000000000001,1.725,0
HARPIA_20130211_064500.wav,none,0.9890000000000001,0.765,0
HARPIA_20130211_070000.wav,none,0.9419999999999998,1.25,0
HARPIA_20130211_071500.wav,none,1.1030000000000002,1.125,0
HARPIA_20130211_073000.wav,none,0.883,1.345,0
HARPIA_20130211_074500.wav,none,1.174,1.145,0
HARPIA_20130211_080000.wav,none,1.014,1.7149999999999999,0
HARPIA_20130212_054500.wav,none,0.7529999999999999,3.375,0
HARPIA_20130212_060000.wav,none,-0.010999999999999996,4.015,0
HARPIA_20130212_061500.wav,none,0.43,3.8200000000000003,0
HARPIA_20130212_063000.wav,none,0.368,3.275,0
HARPIA_20130212_064500.wav,none,0.5769999999999998,3.105,0
HARPIA_20130212_070000.wav,none,0.403,4.245,0
HARPIA_20130212_071500.wav,none,0.7140000000000001,4.065,0
HARPIA_20130212_073000.wav,none,2.6700000000000004,3.85,0
HARPIA_20130212_074500.wav,none,0.9949999999999999,2.995,0
HARPIA_20130212_080000.wav,none,2.7220000000000004,3.21,0
HARPIA_20140206_054500.wav,none,1.768,3.2800000000000002,0
HARPIA_20140206_060000.wav,none,0.285,7.195,0
HARPIA_20140206_061500.wav,none,0.394,5.65,0
HARPIA_20140206_063000.wav,none,0.851,6.15,0
HARPIA_20140206_064500.wav,none,1.3530000000000002,6.785,0
HARPIA_20140206_070000.wav,none,1.855,5.25,0
HARPIA_20140206_071500.wav,none,1.9369999999999998,6.65,0
HARPIA_20140206_073000.wav,none,1.4889999999999999,5.46,0
HARPIA_20140206_074500.wav,none,1.6330000000000002,3.995,0
HARPIA_20140206_080000.wav,none,1.7109999999999999,7.08,0
HARPIA_20140207_054500.wav,none,1.825,8.615,0
HARPIA_20140207_060000.wav,none,0.174,9.11,0
HARPIA_20140207_061500.wav,none,0.23700000000000002,7.140000000000001,0
HARPIA_20140207_063000.wav,none,2.332,4.495,0
HARPIA_20140207_064500.wav,none,3.01,5.225,0
HARPIA_20140207_070000.wav,none,1.9599999999999997,4.32,0
HARPIA_20140207_071500.wav,none,1.9680000000000004,8.115,0
HARPIA_20140207_073000.wav,none,1.709,7.52,0
HARPIA_20140207_074500.wav,none,0.897,3.72,0
HARPIA_20140207_080000.wav,none,0.9480000000000001,3.46,0
HARPIA_20140208_054500.wav,none,3.1390000000000002,2.45,0
HARPIA_20140208_060000.wav,none,1.2289999999999999,5.785,0
HARPIA_20140208_061500.wav,none,0.9860000000000001,0.45,0
HARPIA_20140208_063000.wav,none,0.9700000000000001,0.22499999999999998,0
HARPIA_20140208_064500.wav,none,1.099,0.635,0
HARPIA_20140208_070000.wav,none,0.9040000000000001,0.825,0
HARPIA_20140208_071500.wav,none,0.8770000000000001,0.82,0
HARPIA_20140208_073000.wav,none,1.055,1.5299999999999998,0
HARPIA_20140208_074500.wav,none,1.1209999999999998,0.18999999999999997,0
HARPIA_20140208_080000.wav,none,0.908,0.26,0
HARPIA_20140209_054500.wav,none,4.028999999999999,6.375,0
HARPIA_20140209_060000.wav,none,0.34500000000000003,7.725,0
HARPIA_20140209_061500.wav,none,-0.21200000000000002,8.57,0
HARPIA_20140209_063000.wav,none,0.7129999999999999,8.42,0
HARPIA_20140209_064500.wav,none,0.43899999999999995,3.825,0
HARPIA_20140209_070000.wav,none,0.6649999999999999,7.5649999999999995,0
HARPIA_20140209_071500.wav,none,2.2159999999999997,2.92,0
HARPIA_20140209_073000.wav,none,0.7390000000000001,5.27,0
HARPIA_20140209_074500.wav,none,2.123,5.300000000000001,0
HARPIA_20140209_080000.wav,none,3.3810000000000002,4.34,0
HARPIA_20140214_054500.wav,none,2.112,3.365,0
HARPIA_20140214_060000.wav,none,0.3370000000000001,9.305,0
HARPIA_20140214_061500.wav,none,2.39,8.59,0
HARPIA_20140214_063000.wav,none,1.9170000000000003,6.970000000000001,0
HARPIA_20140214_064500.wav,none,0.8759999999999998,4.76,0
HARPIA_20140214_070000.wav,none,0.418,3.98,0
HARPIA_20140214_071500.wav,none,1.9149999999999998,3.105,0
HARPIA_20140214_073000.wav,none,2.546,7.76,0
HARPIA_20140214_074500.wav,none,3.3329999999999997,7.745,0
HARPIA_20140214_080000.wav,none,3.5260000000000007,4.574999999999999,0
HARPIA_20140215_054500.wav,none,1.033,2.715,0
HARPIA_20140215_060000.wav,none,6.917,11.52,0
HARPIA_20140215_061500.wav,none,0.563,4.92,0
HARPIA_20140215_063000.wav,none,2.3440000000000003,3.23,0
HARPIA_20140215_064500.wav,none,1.066,3.16,0
HARPIA_20140215_070000.wav,none,0.868,2.835,0
HARPIA_20140215_071500.wav,none,1.4600000000000002,2.5,0
HARPIA_20140215_073000.wav,none,1.09,3.2199999999999998,0
HARPIA_20140215_074500.wav,none,2.82,2.76,0
HARPIA_20140215_080000.wav,none,0.9760000000000002,2.895,0
HARPIA_20140210_054500.wav,none,1.371,0.56,0
HARPIA_20140210_060000.wav,none,1.6869999999999998,0.41000000000000003,0
HARPIA_20140210_061500.wav,none,1.4290000000000003,0.515,0
HARPIA_20140210_063000.wav,none,1.3930000000000002,0.0049999999999999906,0
HARPIA_20140210_064500.wav,none,1.3880000000000003,0.11,0
HARPIA_20140210_070000.wav,none,1.32,0.42,0
HARPIA_20140210_071500.wav,none,1.5839999999999999,0.01999999999999999,0
HARPIA_20140210_073000.wav,none,1.3399999999999999,0.33999999999999997,0
HARPIA_20140210_074500.wav,none,1.369,0.08499999999999999,0
HARPIA_20140210_080000.wav,none,1.705,0.09000000000000001,0
HARPIA_20140211_054500.wav,none,1.391,0.21,0
HARPIA_20140211_060000.wav,none,1.277,4.775,0
HARPIA_20140211_061500.wav,none,1.3279999999999998,2.82,0
HARPIA_20140211_063000.wav,none,1.895,0.46499999999999997,0
HARPIA_20140211_064500.wav,none,1.3820000000000001,0.995,0
HARPIA_20140211_070000.wav,none,1.3190000000000002,0.925,0
HARPIA_20140211_071500.wav,none,1.281,0.915,0
HARPIA_20140211_073000.wav,none,1.2890000000000001,1.085,0
HARPIA_20140211_074500.wav,none,1.1929999999999998,1.21,0
HARPIA_20140211_080000.wav,none,1.326,1.2850000000000001,0
HARPIA_20140212_054500.wav,none,2.024,1.145,0
HARPIA_20140212_060000.wav,none,1.044,5.24,0
HARPIA_20140212_061500.wav,none,0.9100000000000001,6.105,0
HARPIA_20140212_063000.wav,none,1.0559999999999998,3.3,0
HARPIA_20140212_064500.wav,none,1.093,2.365,0
HARPIA_20140212_070000.wav,none,1.155,1.815,0
HARPIA_20140212_071500.wav,none,1.166,2.915,0
HARPIA_20140212_073000.wav,none,1.083,2.2,0
HARPIA_20140212_074500.wav,none,1.0230000000000001,2.62,0
HARPIA_20140212_080000.wav,none,2.445,2.815,0
HARPIA_20140213_054500.wav,none,0.9409999999999998,4.615,0
HARPIA_20140213_060000.wav,none,4.4079999999999995,9.545,0
HARPIA_20140213_061500.wav,none,0.5250000000000001,6.645,0
HARPIA_20140213_063000.wav,none,0.7510000000000001,4.385,0
HARPIA_20140213_064500.wav,none,0.7709999999999999,4.645,0
HARPIA_20140213_070000.wav,none,1.0990000000000002,4.32,0
HARPIA_20140213_071500.wav,none,1.73,3.85,0
HARPIA_20140213_073000.wav,none,2.2749999999999995,4.54,0
HARPIA_20140213_074500.wav,none,1.3319999999999999,4.595,0
HARPIA_20140213_080000.wav,none,2.023,5.9399999999999995,0
HARPIA_20140204_054500.wav,none,0.7869999999999999,3.985,0
HARPIA_20140204_060000.wav,none,0.6380000000000001,5.215,0
HARPIA_20140204_061500.wav,none,2.968,8.51,0
HARPIA_20140204_063000.wav,none,0.33599999999999997,4.54,0
HARPIA_20140204_064500.wav,none,0.49499999999999994,2.9699999999999998,0
HARPIA_20140204_070000.wav,none,0.526,3.285,0
HARPIA_20140204_071500.wav,none,0.752,4.14,0
HARPIA_20140204_073000.wav,none,0.368,4.035,0
HARPIA_20140204_074500.wav,none,0.479,3.2649999999999997,0
HARPIA_20140204_080000.wav,none,-0.0029999999999999844,3.995,0
HARPIA_20140205_054500.wav,none,2.215,2.0100000000000002,0
HARPIA_20140205_060000.wav,none,0.347,8.035,0
HARPIA_20140205_061500.wav,none,0.66,8.01,0
HARPIA_20140205_063000.wav,none,0.373,7.130000000000001,0
HARPIA_20140205_064500.wav,none,1.6149999999999998,7.619999999999999,0
HARPIA_20140205_070000.wav,none,1.028,5.04,0
HARPIA_20140205_071500.wav,none,0.10799999999999998,5.3149999999999995,0
HARPIA_20140205_073000.wav,none,0.29900000000000004,4.175,0
HARPIA_20140205_074500.wav,none,0.294,4.52,0
HARPIA_20140205_080000.wav,none,0.48,5.41,0
HARPIA_20140216_054500.wav,none,-0.15500000000000003,3.64,0
HARPIA_20140216_060000.wav,none,2.349,10.83,0
HARPIA_20140216_061500.wav,none,0.792,8.645,0
HARPIA_20140216_063000.wav,none,0.242,4.155,0
HARPIA_20140216_064500.wav,none,0.36700000000000005,3.625,0
HARPIA_20140216_070000.wav,none,0.6440000000000001,3.04,0
HARPIA_20140216_071500.wav,none,0.999,3.715,0
HARPIA_20140216_073000.wav,none,1.812,3.45,0
HARPIA_20140216_074500.wav,none,1.232,3.3449999999999998,0
HARPIA_20140216_080000.wav,none,1.6060000000000003,3.8449999999999998,0
HARPIA_20140217_054500.wav,none,0.10900000000000001,5.15,0
HARPIA_20140217_060000.wav,none,-0.08,6.42,0
HARPIA_20140217_061500.wav,none,2.294,5.855,0
HARPIA_20140217_063000.wav,none,2.7139999999999995,4.3,0
HARPIA_20140217_064500.wav,none,1.701,3.455,0
HARPIA_20140217_070000.wav,none,2.956,3.115,0
HARPIA_20140217_071500.wav,none,-0.08400000000000002,2.96,0
HARPIA_20140217_073000.wav,none,0.016000000000000014,4.63,0
HARPIA_20140217_074500.wav,none,0.128,3.545,0
HARPIA_20140217_080000.wav,none,0.21699999999999994,4.07,0
HARPIA_20150217_054500.wav,none,-0.060999999999999985,5.07,0
HARPIA_20150217_060000.wav,none,-0.21600000000000003,8.68,0
HARPIA_20150217_061500.wav,none,0.09,5.35,0
HARPIA_20150217_063000.wav,none,0.254,5.955,0
HARPIA_20150217_064500.wav,none,0.5400000000000001,2.6500000000000004,0
HARPIA_20150217_070000.wav,none,1.456,2.8,0
HARPIA_20150217_071500.wav,none,2.6149999999999998,3.785,0
HARPIA_20150217_073000.wav,none,0.36900000000000005,3.115,0
HARPIA_20150217_074500.wav,none,1.296,2.6500000000000004,0
HARPIA_20150217_080000.wav,none,0.47000000000000003,3.04,0
HARPIA_20150218_054500.wav,none,-0.38300000000000006,4.67,0
HARPIA_20150218_060000.wav,none,0.5039999999999999,6.725,0
HARPIA_20150218_061500.wav,none,0.081,7.29,0
HARPIA_20150218_063000.wav,none,0.5630000000000001,4.945,0
HARPIA_20150218_064500.wav,none,3.274,5.43,0
HARPIA_20150218_070000.wav,none,2.711,7.225,0
HARPIA_20150218_071500.wav,none,2.2649999999999997,7.49,0
HARPIA_20150218_073000.wav,none,4.795,7.3,0
HARPIA_20150218_074500.wav,none,1.4500000000000004,3.6799999999999997,0
HARPIA_20150218_080000.wav,none,2.4160000000000004,5.4,0
HARPIA_20150210_054500.wav,none,0.506,2.9299999999999997,0
HARPIA_20150210_060000.wav,none,0.181,3.7800000000000002,0
HARPIA_20150210_061500.wav,none,0.0030000000000000005,3.825,0
HARPIA_20150210_063000.wav,none,0.8769999999999998,3.215,0
HARPIA_20150210_064500.wav,none,0.33599999999999997,2.7800000000000002,0
HARPIA_20150210_070000.wav,none,0.27199999999999996,4.17,0
HARPIA_20150210_071500.wav,none,0.6540000000000001,4.125,0
HARPIA_20150210_073000.wav,none,0.57,2.99,0
HARPIA_20150210_074500.wav,none,0.442,2.855,0
HARPIA_20150210_080000.wav,none,0.31,3.67,0
HARPIA_20150211_054500.wav,none,0.8789999999999999,3.04,0
HARPIA_20150211_060000.wav,none,0.866,1.78,0
HARPIA_20150211_061500.wav,none,0.8250000000000002,1.155,0
HARPIA_20150211_063000.wav,none,0.844,0.33999999999999997,0
HARPIA_20150211_064500.wav,none,0.8889999999999999,0.55,0
HARPIA_20150211_070000.wav,none,0.907,0.48,0
HARPIA_20150211_071500.wav,none,0.852,0.66,0
HARPIA_20150211_073000.wav,none,0.8400000000000001,0.675,0
HARPIA_20150211_074500.wav,none,0.8140000000000001,0.775,0
HARPIA_20150211_080000.wav,none,0.8089999999999999,7.83,0
HARPIA_20150212_054500.wav,none,1.034,2.925,0
HARPIA_20150212_060000.wav,none,2.021,6.154999999999999,0
HARPIA_20150212_061500.wav,none,1.337,5.210000000000001,0
HARPIA_20150212_063000.wav,none,1.448,4.155,0
HARPIA_20150212_064500.wav,none,0.9360000000000002,3.17,0
HARPIA_20150212_070000.wav,none,0.8990000000000002,3.4000000000000004,0
HARPIA_20150212_071500.wav,none,0.795,2.59,0
HARPIA_20150212_073000.wav,none,0.974,2.785,0
HARPIA_20150212_074500.wav,none,0.798,3.42,0
HARPIA_20150212_080000.wav,none,0.20800000000000002,2.485,0
HARPIA_20150209_054500.wav,none,0.9970000000000001,0.29000000000000004,0
HARPIA_20150209_060000.wav,none,0.8870000000000001,0.555,0
HARPIA_20150209_061500.wav,none,0.8699999999999999,0.595,0
HARPIA_20150209_063000.wav,none,0.906,0.13999999999999999,0
HARPIA_20150209_064500.wav,none,0.9689999999999998,0.07999999999999999,0
HARPIA_20150209_070000.wav,none,0.954,0.22500000000000003,0
HARPIA_20150209_071500.wav,none,0.9380000000000001,0.15,0
HARPIA_20150209_073000.wav,none,0.9560000000000001,0.19,0
HARPIA_20150209_074500.wav,none,0.9289999999999999,0.225,0
HARPIA_20150209_080000.wav,none,0.9550000000000001,0.73,0
HARPIA_20150215_054500.wav,none,2.103,0.7,0
HARPIA_20150215_060000.wav,none,1.2349999999999999,0.855,0
HARPIA_20150215_061500.wav,none,1.4820000000000002,1.105,0
HARPIA_20150215_063000.wav,none,0.6719999999999999,1.07,0
HARPIA_20150215_064500.wav,none,1.018,0.8049999999999999,0
HARPIA_20150215_070000.wav,none,1.566,2.36,0
HARPIA_20150215_071500.wav,none,0.6019999999999999,1.61,0
HARPIA_20150215_073000.wav,none,0.9780000000000001,1.65,0
HARPIA_20150215_074500.wav,none,1.03,1.58,0
HARPIA_20150215_080000.wav,none,1.116,1.575,0
HARPIA_20150216_054500.wav,none,1.177,3,0
HARPIA_20150216_060000.wav,none,1.185,4.195,0
HARPIA_20150216_061500.wav,none,1.083,2.045,0
HARPIA_20150216_063000.wav,none,0.8539999999999999,1.6600000000000001,0
HARPIA_20150216_064500.wav,none,2.8259999999999996,1.4,0
HARPIA_20150216_070000.wav,none,1.076,1.8050000000000002,0
HARPIA_20150216_071500.wav,none,0.6059999999999999,2.005,0
HARPIA_20150216_073000.wav,none,1.9479999999999997,2.42,0
HARPIA_20150216_074500.wav,none,1.1630000000000003,2.185,0
HARPIA_20150216_080000.wav,none,0.561,2.25,0
HARPIA_20150207_054500.wav,none,0.8300000000000001,7.79,0
HARPIA_20150207_060000.wav,none,0.7330000000000001,7.585000000000001,0
HARPIA_20150207_061500.wav,none,0.8539999999999999,8.02,0
HARPIA_20150207_063000.wav,none,0.8300000000000001,3.715,0
HARPIA_20150207_064500.wav,none,0.604,2.685,0
HARPIA_20150207_070000.wav,none,0.551,3.5549999999999997,0
HARPIA_20150207_071500.wav,none,2.758,3.6599999999999997,0
HARPIA_20150207_073000.wav,none,0.766,2.79,0
HARPIA_20150207_074500.wav,none,0.9560000000000001,3.8049999999999997,0
HARPIA_20150207_080000.wav,none,0.362,3.87,0
HARPIA_20150208_054500.wav,none,0.915,3.405,0
HARPIA_20150208_060000.wav,none,4.385999999999999,7.83,0
HARPIA_20150208_061500.wav,none,3.061,5.1850000000000005,0
HARPIA_20150208_063000.wav,none,1.4300000000000002,6.550000000000001,0
HARPIA_20150208_064500.wav,none,3.7090000000000005,4.055,0
